rides_in_thousands,start_station_name,member_casual
1.718,Stave St & Armitage Ave,casual
3.173,Stave St & Armitage Ave,member
0.03,Steelworkers Park,member
0.107,Steelworkers Park,casual
4.33,Stetson Ave & South Water St,casual
7.331,Stetson Ave & South Water St,member
0.014,Stewart Ave & 123rd St,casual
0.031,Stewart Ave & 63rd St,casual
0.044,Stewart Ave & 63rd St,member
0.026,Stewart Ave & 83rd St,member
0.042,Stewart Ave & 83rd St,casual
8.957,Stockton Dr & Wrightwood Ave,member
5.892,Stockton Dr & Wrightwood Ave,casual
0.221,Stony Island Ave & 63rd St,casual
0.203,Stony Island Ave & 63rd St,member
0.091,Stony Island Ave & 64th St,member
0.123,Stony Island Ave & 64th St,casual
0.115,Stony Island Ave & 67th St,member
0.191,Stony Island Ave & 67th St,casual
0.078,Stony Island Ave & 71st St,casual
0.248,Stony Island Ave & 71st St,member
0.18,Stony Island Ave & 75th St,member
0.066,Stony Island Ave & 75th St,casual
0.029,Stony Island Ave & 82nd St,casual
0.022,Stony Island Ave & 82nd St,member
0.015,Stony Island Ave & 90th St,member
0.016,Stony Island Ave & 90th St,casual
0.026,Stony Island Ave & South Chicago Ave,member
0.019,Stony Island Ave & South Chicago Ave,casual
50.269,Streeter Dr & Grand Ave,casual
14.757,Streeter Dr & Grand Ave,member
2.589,Streeter Dr/Grand Ave,member
5.333,Streeter Dr/Grand Ave,casual
0.032,Summit Ave & 86th St,casual
0.087,Summit Ave & 86th St,member
2.031,Talman Ave & Addison St,member
1.128,Talman Ave & Addison St,casual
12.692,Theater on the Lake,member
16.562,Theater on the Lake,casual
0.008,Throop St & 52nd St,casual
0.01,Throop St & 52nd St,member
0.002,Throop St & 99th St,member
0.001,Throop St & 99th St,casual
1.605,Throop St & Taylor St,casual
6.153,Throop St & Taylor St,member
0.003,Torrence Ave & 106th St,member
0.018,Torrence Ave & 106th St,casual
0.002,Torrence Ave & 126th Pl,member
0.055,Torrence Ave & 126th Pl,casual
0.017,Tripp Ave & 15th St,member
0.013,Tripp Ave & 15th St,casual
0.018,Tripp Ave & 31st St,member
0.036,Tripp Ave & 31st St,casual
0.028,Tripp Ave & 65th St,member
0.098,Tripp Ave & 65th St,casual
0.02,Troy Ave & 27th St,casual
0.018,Troy Ave & 27th St,member
1.701,Troy St & Elston Ave,member
0.566,Troy St & Elston Ave,casual
0.587,Troy St & Grace St,member
0.418,Troy St & Grace St,casual
0.026,Troy St & Jackson Blvd,casual
0.035,Troy St & Jackson Blvd,member
1.202,Troy St & North Ave,member
0.752,Troy St & North Ave,casual
0.112,Union Ave & Root St,casual
0.109,Union Ave & Root St,member
18.809,University Ave & 57th St,member
5.863,University Ave & 57th St,casual
1.372,University Ave & 59th St,casual
4.877,University Ave & 59th St,member
0.096,University Ave & 65th St,casual
0.114,University Ave & 65th St,member
1.069,University Library (NU),casual
1.3,University Library (NU),member
0.401,Valli Produce - Evanston Plaza,casual
0.525,Valli Produce - Evanston Plaza,member
0.007,Vernon Ave & 107th St,member
0.083,Vernon Ave & 107th St,casual
0.021,Vernon Ave & 75th St,casual
0.063,Vernon Ave & 75th St,member
0.038,Vernon Ave & 79th St,casual
0.047,Vernon Ave & 79th St,member
0.028,Vincennes Ave & 104th St,casual
0.032,Vincennes Ave & 104th St,member
0.001,Vincennes Ave & 107th St,member
0.003,Vincennes Ave & 107th St,casual
0.023,Vincennes Ave & 75th St,casual
0.011,Vincennes Ave & 75th St,member
0.004,Vincennes Ave & 79th St,casual
0.007,Vincennes Ave & 79th St,member
0.003,Vincennes Ave & 95th St,casual
0.099,Virginia Ave & Catalpa Ave,member
0.141,Virginia Ave & Catalpa Ave,casual
0.043,W 103rd St & S Avers Ave,casual
0.008,W 103rd St & S Avers Ave,member
1.214,W Armitage Ave & N Sheffield Ave,casual
2.186,W Armitage Ave & N Sheffield Ave,member
1.01,W Oakdale Ave & N Broadway,member
0.6,W Oakdale Ave & N Broadway,casual
1.515,W Washington Blvd & N Peoria St,member
0.594,W Washington Blvd & N Peoria St,casual
3.157,Wabash Ave & 16th St,casual
5.516,Wabash Ave & 16th St,member
0.027,Wabash Ave & 49th St,casual
0.012,Wabash Ave & 49th St,member
0.021,Wabash Ave & 59th St,casual
0.009,Wabash Ave & 59th St,member
0.03,Wabash Ave & 83rd St,member
0.025,Wabash Ave & 83rd St,casual
0.065,Wabash Ave & 87th St,member
0.081,Wabash Ave & 87th St,casual
8.455,Wabash Ave & 9th St,member
5.717,Wabash Ave & 9th St,casual
4.383,Wabash Ave & Adams St,casual
7.334,Wabash Ave & Adams St,member
1.88,Wabash Ave & Cermak Rd,casual
1.936,Wabash Ave & Cermak Rd,member
10.632,Wabash Ave & Grand Ave,casual
15.081,Wabash Ave & Grand Ave,member
7.507,Wabash Ave & Roosevelt Rd,casual
14.034,Wabash Ave & Roosevelt Rd,member
6.826,Wabash Ave & Wacker Pl,casual
6.87,Wabash Ave & Wacker Pl,member
2.324,Wacker Dr & Washington St,casual
7.5,Wacker Dr & Washington St,member
0.119,Walden Pkwy & 100th St,member
0.157,Walden Pkwy & 100th St,casual
0.585,Wallace St & 35th St,casual
1.546,Wallace St & 35th St,member
0.022,Wallace St & Pershing Rd,casual
0.018,Wallace St & Pershing Rd,member
4.477,Walsh Park,member
2.609,Walsh Park,casual
0.289,Warren Park East,casual
0.532,Warren Park East,member
0.287,Warren Park West,casual
0.778,Warren Park West,member
0.848,Washtenaw Ave & Lawrence Ave,casual
1.657,Washtenaw Ave & Lawrence Ave,member
0.167,Washtenaw Ave & Madison St,member
0.032,Washtenaw Ave & Madison St,casual
0.195,Washtenaw Ave & Ogden Ave,casual
0.388,Washtenaw Ave & Ogden Ave,member
0.297,Washtenaw Ave & Peterson Ave,member
0.114,Washtenaw Ave & Peterson Ave,casual
0.119,Washtenaw Ave & Polk St,casual
0.147,Washtenaw Ave & Polk St,member
0.252,Weekend Night Parking Area A,member
0.279,Weekend Night Parking Area A,casual
0.208,Weekend Night Parking Area B,casual
0.189,Weekend Night Parking Area B,member
0.049,Weekend Night Parking Area C,member
0.044,Weekend Night Parking Area C,casual
0.068,Weekend Night Parking Area D,member
0.044,Weekend Night Parking Area D,casual
0.08,Wellington Ave & Mulligan Ave,casual
0.018,Wellington Ave & Mulligan Ave,member
1.395,Wells St & 19th St,casual
0.7,Wells St & 19th St,member
11.278,Wells St & Concord Ln,casual
20.486,Wells St & Concord Ln,member
20.217,Wells St & Elm St,member
9.931,Wells St & Elm St,casual
10.414,Wells St & Evergreen Ave,member
7.044,Wells St & Evergreen Ave,casual
7.726,Wells St & Hubbard St,casual
15.938,Wells St & Hubbard St,member
8.387,Wells St & Huron St,casual
16.02,Wells St & Huron St,member
4.771,Wells St & Institute Pl,member
2.451,Wells St & Institute Pl,casual
4.052,Wells St & Polk St,casual
7.399,Wells St & Polk St,member
4.116,Wells St & Randolph St,casual
7.719,Wells St & Randolph St,member
4.45,Wells St & Walton St,casual
7.721,Wells St & Walton St,member
0.003,Wentworth Ave & 104th St,member
0.01,Wentworth Ave & 104th St,casual
0.001,Wentworth Ave & 107th St,member
0.006,Wentworth Ave & 107th St,casual
1.132,Wentworth Ave & 24th St,member
0.82,Wentworth Ave & 24th St,casual
0.629,Wentworth Ave & 33rd St,casual
2.554,Wentworth Ave & 33rd St,member
1.093,Wentworth Ave & 35th St,casual
1.406,Wentworth Ave & 35th St,member
0.129,Wentworth Ave & 63rd St,casual
0.082,Wentworth Ave & 63rd St,member
0.01,Wentworth Ave & 92nd St,member
0.007,Wentworth Ave & 92nd St,casual
2.509,Wentworth Ave & Cermak Rd,casual
2.074,Wentworth Ave & Cermak Rd,member
2.523,Wentworth Ave & Cermak Rd*,casual
2.669,Wentworth Ave & Cermak Rd*,member
0.001,Western Ave & 101st St,member
0.001,Western Ave & 101st St,casual
0.069,Western Ave & 104th St,casual
0.063,Western Ave & 104th St,member
0.109,Western Ave & 111th St,member
0.109,Western Ave & 111th St,casual
1.024,Western Ave & 21st St,member
0.552,Western Ave & 21st St,casual
0.506,Western Ave & 24th St,member
0.273,Western Ave & 24th St,casual
0.039,Western Ave & 28th St,member
0.049,Western Ave & 28th St,casual
0.074,Western Ave & 43rd St,casual
0.068,Western Ave & 43rd St,member
0.003,Western Ave & 62nd St,member
0.009,Western Ave & 62nd St,casual
0.045,Western Ave & 79th St,casual
0.038,Western Ave & 79th St,member
0.006,Western Ave & 81st St,member
0.015,Western Ave & 81st St,casual
0.196,Western Ave & Ardmore Ave,casual
0.095,Western Ave & Ardmore Ave,member
0.319,Western Ave & Berteau Ave,casual
0.837,Western Ave & Berteau Ave,member
0.629,Western Ave & Congress Pkwy,casual
2.113,Western Ave & Congress Pkwy,member
1.919,Western Ave & Division St,casual
3.337,Western Ave & Division St,member
0.577,Western Ave & Fillmore St,casual
3.477,Western Ave & Fillmore St,member
0.543,Western Ave & Grace St,casual
0.624,Western Ave & Grace St,member
0.708,Western Ave & Granville Ave,member
0.322,Western Ave & Granville Ave,casual
0.708,Western Ave & Gunnison St,member
0.234,Western Ave & Gunnison St,casual
0.398,Western Ave & Howard St,casual
0.749,Western Ave & Howard St,member
0.221,Western Ave & Lake St,casual
0.437,Western Ave & Lake St,member
2.006,Western Ave & Leland Ave,casual
4.787,Western Ave & Leland Ave,member
0.397,Western Ave & Lunt Ave,casual
1.223,Western Ave & Lunt Ave,member
0.442,Western Ave & Monroe St,casual
1.176,Western Ave & Monroe St,member
1.911,Western Ave & Roscoe St,member
0.866,Western Ave & Roscoe St,casual
4.122,Western Ave & Walton St,member
2.043,Western Ave & Walton St,casual
3.074,Western Ave & Winnebago Ave,casual
6.172,Western Ave & Winnebago Ave,member
0.274,Western Blvd & 48th Pl,casual
0.247,Western Blvd & 48th Pl,member
0.036,Whipple St & Roosevelt Rd,member
0.038,Whipple St & Roosevelt Rd,casual
0.39,Whipple/Irving Park,member
0.352,Whipple/Irving Park,casual
8.16,Wilton Ave & Belmont Ave,casual
15.939,Wilton Ave & Belmont Ave,member
3.467,Wilton Ave & Diversey Pkwy,casual
7.941,Wilton Ave & Diversey Pkwy,member
3.653,Wilton Ave & Diversey Pkwy*,member
1.844,Wilton Ave & Diversey Pkwy*,casual
0.811,Winchester (Ravenswood) Ave & Balmoral Ave,casual
1.153,Winchester (Ravenswood) Ave & Balmoral Ave,member
2.219,Winchester Ave & Elston Ave,member
0.768,Winchester Ave & Elston Ave,casual
4.177,Winthrop Ave & Lawrence Ave,member
2.177,Winthrop Ave & Lawrence Ave,casual
3.715,Wolcott (Ravenswood) Ave & Montrose Ave,member
1.911,Wolcott (Ravenswood) Ave & Montrose Ave,casual
0.191,Wolcott Ave & Fargo Ave,casual
0.274,Wolcott Ave & Fargo Ave,member
1.313,Wolcott Ave & Polk St,casual
7.486,Wolcott Ave & Polk St,member
0.059,Wood St & 33rd St,member
0.077,Wood St & 33rd St,casual
0.2,Wood St & 35th St,casual
0.479,Wood St & 35th St,member
0.006,Wood St & 84th St,member
0.016,Wood St & 84th St,casual
1.77,Wood St & Augusta Blvd,casual
4.535,Wood St & Augusta Blvd,member
5.668,Wood St & Chicago Ave,member
1.871,Wood St & Chicago Ave,casual
1.345,Wood St & Hubbard St,casual
3.101,Wood St & Hubbard St,member
8.412,Wood St & Milwaukee Ave,member
4.03,Wood St & Milwaukee Ave,casual
5.042,Wood St & Taylor St (Temp),member
0.756,Wood St & Taylor St (Temp),casual
1.924,Wood St & Webster Ave,member
0.849,Wood St & Webster Ave,casual
0.019,Woodlawn & 103rd,casual
0.003,Woodlawn & 103rd,member
3.132,Woodlawn Ave & 55th St,casual
7.411,Woodlawn Ave & 55th St,member
6.189,Woodlawn Ave & 58th St,member
2.31,Woodlawn Ave & 58th St,casual
0.057,Woodlawn Ave & 75th St,casual
0.041,Woodlawn Ave & 75th St,member
0.63,Woodlawn Ave & Lake Park Ave,casual
1.098,Woodlawn Ave & Lake Park Ave,member
0.341,Wrigley Events Parking Area,casual
0.252,Wrigley Events Parking Area,member
0.052,Yates Blvd & 75th St,member
0.117,Yates Blvd & 75th St,casual
0.027,Yates Blvd & 93rd St,casual
0.007,Yates Blvd & 93rd St,member
